no,branch_name_th,branch_name_en,floor,mall_th,mall_en,sub_category_th,sub_category_en,status,,,,,,,,,,,,,,,,,
503,?????? ?????????????????? ??????,KKV The Mall Lifestore Thapra,1,?????????????????? ??????,The Mall Lifestore Thapra,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
504,??????????????? ?????????????????? ???????,FUTURE LIVING The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
505,????? ???????? ?????????????????? ??????????,PETA PET SHOP The Mall Lifestore Ngamwongwan,4,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
506,??????? ?????????????????? ???????,PHUTAWAN The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
515,?????? ?????????????????? ???????,TAMIYA The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
518,???? ????????? ????????? ?????????????????? ?????,PET LOVERS CENTRE The Mall Lifestore Bangkae,P,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
523,?????? ?????????????????? ?????,WATSONS The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
524,????????? ?????????????????? ???????,POOMJAITHAI The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
562,?????? ???????,BOOTS Paragon,G,???????,Paragon,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
563,?????? ????????? ????????? ????????,BOOTS The Mall Skyport Donmueang Airport,1,????????? ????????? ????????,The Mall Skyport Donmueang Airport,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
570,?????? ???? ?????????????????? ??????,FASCINO PLUS The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
630,???? ?????????????????? ??????????,MUJI The Mall Lifestore Ngamwongwan,2,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
661,???? ?????????????????? ???????,MUJI The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
678,?????????? ?????????????????? ???????,MATSUKIYO The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
692,????????. ??. ??. ???. ????????? ?????,MR. D.I.Y. The Mall Korat,2,????????? ?????,The Mall Korat,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
694,?????? ???????????????,WATSONS Emsphere,2,???????????????,Emsphere,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
731,?????? ???? ????????? ?????????????????? ??????????,SE-ED BOOK CENTER The Mall Lifestore Ngamwongwan,3,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
737,????????? ?????????????????? ??????????,POOMJAITHAI The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
768,?????? ?????????????????? ???????,WATSONS The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
769,????????. ??. ??. ???. ?????????????????? ?????,MR. D.I.Y. The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
790,???? ???? ?????????????????? ???????,MIKI MIKI The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
830,?????? ????? ?????????????????? ?????,MUSIC ARMS The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
863,?????? ????????? ?????,WATSONS The Mall Korat,2,????????? ?????,The Mall Korat,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
869,????? ?????????????????? ???????,LEECO The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
923,?????? ?????????????????? ???????,LUNIO The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
943,??????? ?????????????????? ?????,PHUTAWAN The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
976,??????????? ?????????????????? ??????????,VEJPONGOSOT The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1002,???? ????????? ?????,DAISO The Mall Korat,2,????????? ?????,The Mall Korat,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1066,?????? ?????????????????? ??????????,WATSONS The Mall Lifestore Ngamwongwan,3,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1083,???????? ?????? ?????????????????? ??????????,PETCLUB SELECT The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1124,?????? ???? ????????? ?????????????????? ?????,SE-ED BOOK CENTER The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1127,????? ???????????? ????????? ?????,SB DESIGN SQUARE The Mall Korat,2,????????? ?????,The Mall Korat,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1143,?????? ?????????????????? ???????,WATSONS The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1199,??????????? ?????????????????? ??????,VEJPONGOSOT The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1229,????????. ??. ??. ???. ?????????????????? ??????,MR. D.I.Y. The Mall Lifestore Thapra,1,?????????????????? ??????,The Mall Lifestore Thapra,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1238,?????? ?????????????????? ??????,BOOTS The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1279,?????? ????????? ?????,BOOTS The Mall Korat,1,????????? ?????,The Mall Korat,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1295,?????? ????? ?????????????????? ??????????,MUSIC ARMS The Mall Lifestore Ngamwongwan,3,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1300,???? ?????????????????? ?????,DAISO The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1310,?????? ????? ????????? ?????,MUSIC ARMS The Mall Korat,2,????????? ?????,The Mall Korat,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1363,??????????? ?????????????????? ?????,VEJPONGOSOT The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1416,?????? ?????? ?????????????????? ???????,H.Q.LUGGAGE The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1451,???? ???? ????????? ?????,MOSHI MOSHI The Mall Korat,2,????????? ?????,The Mall Korat,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1499,????????? ?????????????????? ?????,PHARMAX The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1553,?????? ?????????????????? ??????????,MINISO The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1571,?????? ?????????????????? ??????,MINISO The Mall Lifestore Thapra,1,?????????????????? ??????,The Mall Lifestore Thapra,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1584,?????? ???? ????????? ????????? ?????,SE-ED BOOK CENTER The Mall Korat,1,????????? ?????,The Mall Korat,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1629,????? ???????????? ?????????????????? ?????,SB DESIGN SQUARE The Mall Lifestore Bangkae,10,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1643,???????????????? ?????????????????? ???????,MUSIC COLLECTION The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1677,?????? ????????? ????????,BOOTS The Mall Ramkamhang,G,????????? ????????,The Mall Ramkamhang,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1691,?????? ????????? ?????,WATSONS The Mall Korat,B,????????? ?????,The Mall Korat,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1699,????????? ?????????????????? ???????,HEALTH PLUS The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1718,??????? ??? ??????? ?????????????????? ??????????,CHIVIT-D BY SCG The Mall Lifestore Ngamwongwan,6,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1742,???? ???? ?????????????????? ??????,MOSHI MOSHI The Mall Lifestore Thapra,1,?????????????????? ??????,The Mall Lifestore Thapra,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1771,????? ???????????? ????????? ?????,SB DESIGN SQUARE The Mall Korat,3,????????? ?????,The Mall Korat,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1777,????????. ??. ??. ???. ?????????????????? ???????,MR. D.I.Y. The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1781,????? ?????????????????? ???????,TOTAL The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1787,?????? ?????????????????? ??????,WATSONS The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1864,??????????? ?????????????????? ???????,ERGOTREND The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1869,???????? ?????????????????? ???????,YAAKZ SHOP The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1879,???? ???????? ?????????????????? ??????,LAB PHARMACY The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1880,???? ?????????????????? ??????????,DAISO The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1891,????? ?????????????????? ?????,TOTAL The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1899,??????? ????? ?????????????????? ???????,LEMONY STORE The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1903,???? ?????????????????? ?????,MUJI The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1909,????????? ????????? ?????,KONCEPT The Mall Korat,2,????????? ?????,The Mall Korat,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1935,?????? ?????????????????? ??????????,BOOTS The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1936,?????? ?????????????????? ???????,NITORI The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
1996,??????????? ?????????????????? ???????,LIFE FOUR CUTS The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
2024,?????? ???? ????????? ?????????????????? ???????,SE-ED BOOK CENTER The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2051,???? ???? ?????????????????? ???????,MOSHI MOSHI The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2057,???? ?????????????????? ???????,DAISO The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2091,???? ???? ?????????????????? ?????,MOSHI MOSHI The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
2104,???? ???? ?????????????????? ??????????,MOSHI MOSHI The Mall Lifestore Ngamwongwan,2,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
2129,?????? ?????????????????? ???????,BOOTS The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2150,???????? ?????????????????? ??????????,BAIMIANG The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2164,?????? ?????????????????? ???????,MINISO The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
2169,555 ??????????? ?????????????????? ???????,555 PAPERPLUS The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2254,?????? ?????????????????? ?????,BOOTS The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2261,?????? ?????????????????? ?????,WATSONS The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
2290,?????? ?????????????????? ?????,MINISO The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
551,????? ?????? ???????,Tory Burch Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
552,???????? ???????,Longchamp Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
553,?? ????????? ?? ???????,IWC Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
554,???????-????????? ???????,Jaeger-Lecoultre Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
555,???????? ?????????? ???????,Vacheron Constantin Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
556,??? ???????? ???????,TAG Heuer Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
557,????? ???????,Fred Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
558,???? ???????,Ami Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
585,??????????? ???????,Ferragamo Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
646,????? ???????,Gucci Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1111,?????????? ???????,MCM Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
1189,??????? ???????,Kwanpen Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
1327,????????? ???????,Valentino Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1333,??? ???????,Boyy Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
1411,???????? ???????,Givenchy Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
1442,??????? ???????,Rimowa Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
1523,?????? ???????,Tudor Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
1577,????????? ???????,Berluti Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
1638,????? ?????????? ???????,Watch Galleria Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
1712,????? ???????,Tod’s Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
1724,?????????? ???????,Versace Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
1842,???????? ???????,Breitling Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
2023,??? ??? ???????,Miu Miu Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
2027,?????? ???????? ???????,Roger Vivier Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
2047,????????? ??????? ???????,Christian Louboutin Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
2218,???? ?????? ???????,Loro Piana Paragon,M,???????,Paragon,Luxe Hall,Luxe Hall,active,,,,,,,,,,,,,,,,,
68,?????? ?????????????????? ???????,FABLISS LAUNDRY The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Service,Service,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
239,???????????? ?????????????????? ??????????,JEWELRY CLINIC The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Service,Service,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
241,???????? ????? PWS ?????????????????? ???????,Parcel We Ship The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Service,Service,active,,,,,,,,,,,,,,,,,
