no,branch_name_th,branch_name_en,floor,mall_th,mall_en,sub_category_th,sub_category_en,status,,,,,,,,,,,,,,,,,
2003,พูม่า (Mer B) เอ็มโพเรียม,PUMA (Mer B) Emporium,2,เอ็มโพเรียม,Emporium,Fashion Sport,Fashion Sport,active,,,,,,,,,,,,,,,,,
2015,เวคกิ้งบี เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,WAKINGBEE The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion Sport,Fashion Sport,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2043,นิวบาลานซ์ เดอะมอลล์ไลฟ์สโตร์ บางแค,NEW BALANCE The Mall Lifestore Bangkae,M,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion Sport,Fashion Sport,active,,,,,,,,,,,,,,,,,
2084,สเก็ตเชอร์ส เดอะมอลล์ไลฟ์สโตร์ บางแค,SKECHERS The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion Sport,Fashion Sport,active,,,,,,,,,,,,,,,,,
2158,เออร์เก้ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,ERKE The Mall Lifestore Thapra,G,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Fashion Sport,Fashion Sport,active,,,,,,,,,,,,,,,,,
2178,ดิกกี้ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,DICKIES The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion Sport,Fashion Sport,active,,,,,,,,,,,,,,,,,
2188,เออร์เก้ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,ERKE The Mall Lifestore Ngamwongwan,2,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion Sport,Fashion Sport,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2217,เออร์เก้ เดอะมอลล์ไลฟ์สโตร์ บางแค,ERKE The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion Sport,Fashion Sport,active,,,,,,,,,,,,,,,,,
2239,เออร์เก้ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,ERKE The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion Sport,Fashion Sport,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2275,แวน เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,VANS The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion Sport,Fashion Sport,active,,,,,,,,,,,,,,,,,
2316,โอคเล่ เดอะมอลล์ไลฟ์สโตร์ บางแค,Oakley The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion Sport,Fashion Sport,active,,,,,,,,,,,,,,,,,
2317,อันเดอร์ อาร์เมอร์ (พาร์ทเนอร์) เอ็มโพเรียม,UNDER ARMOUR (Mer B) Emporium,B,เอ็มโพเรียม,Emporium,Fashion Sport,Fashion Sport,active,,,,,,,,,,,,,,,,,
2318,อันเดอร์ อาร์เมอร์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,UNDER ARMOUR The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion Sport,Fashion Sport,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2319,อาริ ฟุตบอล คอนเซ็ปต์ สโตร์ (เดอะมอลล์โคราช) เดอะมอลล์ โคราช,ARI FOOTBALL (The Mall Korat) The Mall Korat,2,เดอะมอลล์ โคราช,The Mall Korat,Fashion Sport,Fashion Sport,active,,,,,,,,,,,,,,,,,
5,พิริ พิริ เฟลมมิ่ง กริลล์ เดอะเอ็มสเฟียร์,PIRI PIRI FLAMING GRILL Emsphere,G,เดอะเอ็มสเฟียร์,Emsphere,FH (Food Hall),FH (Food Hall),active,,,,,,,,,,,,,,,,,
659,ซูชิ ทามะ เดอะมอลล์ไลฟ์สโตร์ บางแค,SUSHI TAMA The Mall Lifestore Bangkae,G,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,FH (Food Hall),FH (Food Hall),active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
697,เก็ตเฟรช เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,GET FRESH The Mall Lifestore Ngamwongwan,G,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,FH (Food Hall),FH (Food Hall),active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
712,พิริ พิริ เฟลมมิ่ง กริลล์ เอ็มโพเรียม,PIRI PIRI FLAMING GRILL Emporium,4,เอ็มโพเรียม,Emporium,FH (Food Hall),FH (Food Hall),active,,,,,,,,,,,,,,,,,
977,เก็ตเฟรช พารากอน,GET FRESH Paragon,G,พารากอน,Paragon,FH (Food Hall),FH (Food Hall),active,,,,,,,,,,,,,,,,,
1226,พิริ พิริ เฟลมมิ่ง กริลล์ พารากอน,PIRI PIRI FLAMING GRILL Paragon,G,พารากอน,Paragon,FH (Food Hall),FH (Food Hall),active,,,,,,,,,,,,,,,,,
1372,บังคาระ ราเม็ง (Food Hall) พารากอน,BANKARA RAMEN (Food Hall) Paragon,G,พารากอน,Paragon,FH (Food Hall),FH (Food Hall),active,,,,,,,,,,,,,,,,,
1408,การ์เร็ต ป๊อปคอร์น เอ็มควอเทียร์,GARRETT POPCORN Emquartier,G,เอ็มควอเทียร์,Emquartier,FH (Food Hall),FH (Food Hall),active,,,,,,,,,,,,,,,,,
2097,การ์เร็ต ป๊อปคอร์น พารากอน,GARRETT POPCORN Paragon,G,พารากอน,Paragon,FH (Food Hall),FH (Food Hall),active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
20,การ์มิน บาย จีไอเอส เดอะมอลล์ไลฟ์สโตร์ บางแค,GARMIN BY GIS The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
30,หัวเว่ย เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,HUAWEI The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
36,แอลซีไลฟ์แกดเจ็ต เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,LC LIFE GADGET The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,inactive,,,,,,,,,,,,,,,,,
37,เรียลมี บาย เจมาร์ท เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,REALME BY JAYMART The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,inactive,,,,,,,,,,,,,,,,,
41,ทรู l ดีแทค เดอะมอลล์ โคราช,TRUE l DTAC The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,inactive,,,,,,,,,,,,,,,,,
229,ซัมซุง บาย ที จี เดอะมอลล์ โคราช,SAMSUNG BY TG The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
230,เคสทาวน์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,CASE TOWN The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
246,ไอแคร์ เดอะมอลล์ โคราช,I CARE The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
262,เสี่ยวหมี่ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,XIAOMI The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
275,เสียวหมี่ สโตร์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,XIAOMI STORE The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
508,ไอที ซิตี้ - ซีเอสซี เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,IT City - CSC The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
509,ไอที ซิตี้ - ซีเอสซี เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,IT City - CSC The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
510,ไอที ซิตี้ - ซีเอสซี เดอะมอลล์ โคราช,IT City - CSC The Mall Korat,2,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
511,เจมาร์ท เดอะมอลล์ไลฟ์สโตร์ บางแค,JAYMART The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
512,ไอที ซิตี้ เดอะมอลล์ไลฟ์สโตร์ บางแค,IT CITY The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
513,ไอที ซิตี้ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,IT CITY The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
583,ออร์เนอร์ บาย ทีจี เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,HONOR BY TG The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
593,ไอที ซิตี้ - ซีเอสซี เดอะมอลล์ไลฟ์สโตร์ บางแค,IT City - CSC The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
599,โมเดิร์น แอร์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,MODERN AIR The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
620,คอมคอม เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,COMCOM The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
623,เจมาร์ท เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,JAYMART The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
639,ทีจี เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,TG The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
674,บานาน่า เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,BANANA The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
682,ไอแคร์ เดอะมอลล์ไลฟ์สโตร์ บางแค,I CARE The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
721,เจมาร์ท เดอะมอลล์ โคราช,JAYMART The Mall Korat,2,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
733,เกม สตาร์ท เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,GAMESTART The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
738,ไอที ซิตี้ - ซีเอสซี เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,IT City - CSC The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
788,สตูดิโอ เซเว่น (คอมเซเว่น) เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,STUDIO 7 (Com7) The Mall Lifestore Thapra,1,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
805,วีโว + วีโวเซอร์วิส บาย ทีจี เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,VIVO+VIVO SERVICE BY TG The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
841,ทีจี เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,TG The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
860,สตูดิโอ เซเว่น (คอมเซเว่น) เดอะมอลล์ไลฟ์สโตร์ บางแค,STUDIO 7 (Com7) The Mall Lifestore Bangkae,G,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
861,โมเดิร์น แอร์ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,MODERN AIR The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
870,ซัมซุง บาย เจมาร์ท เดอะมอลล์ โคราช,SAMSUNG BY JAYMART The Mall Korat,2,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
871,ไอออน เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,AION The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
891,ซัมซุง บาย เจมาร์ท เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,SAMSUNG BY JAYMART The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
896,เอไอเอส พาร์ทเนอร์ เดอะมอลล์ไลฟ์สโตร์ บางแค,AIS PARTNER The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
929,อีโคแว็กซ์ เดอะมอลล์ไลฟ์สโตร์ บางแค,ECOVACS The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
937,แอลจี ซับสไครบ์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,LG SUBSCRIBE The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
942,พีเอ โฟน เดอะมอลล์ โคราช,PA PHONE The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
945,ซัมซุง เซอร์วิส บาย เจมาร์ท เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,SAMSUNG SERVICE BY JAYMART The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
995,โฟกัส สโตร์ เดอะมอลล์ โคราช,FOCUS STORE The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1011,เบเบ้ โฟน บาย คอมเซเว่น เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,BEBE PHONE BY COM7 The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1048,เอไอเอส เดอะมอลล์ โคราช,AIS The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1050,เสียวหมี่ สโตร์ บาย คอมเซเว่น เดอะมอลล์ โคราช,XIAOMI STORE BY COM7 The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1065,ไอที ซิตี้ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,IT CITY The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1068,เรียลมี บาย ทีจี เดอะมอลล์ไลฟ์สโตร์ บางแค,REALME BY TG The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1081,สตูดิโอ เซเว่น (คอมเซเว่น) เดอะมอลล์ โคราช,STUDIO 7 (Com7) The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1082,พีเอ โฟน เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,PA PHONE The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1097,ซีกเกอร์ เดอะมอลล์ไลฟ์สโตร์ บางแค,ZEEKR The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1099,บานาน่า เดอะมอลล์ไลฟ์สโตร์ บางแค,BANANA The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1104,เอไอเอส เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,AIS The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1109,บานาน่า เดอะมอลล์ โคราช,BANANA The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1138,กิซโม่ เดอะมอลล์ไลฟ์สโตร์ บางแค,GIZMO The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1139,ทีจี เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,TG The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1171,โฟโต้ไฟล์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,FOTOFILE The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1184,ไอ ซี ที แกดเจ็ต เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,I SEE T GADGET The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1247,โฟกัส สโตร์ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,FOCUS STORE The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1254,เจมาร์ท เดอะมอลล์ โคราช,JAYMART The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1276,ออร์เนอร์ บาย คอมเซเว่น เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,HONOR BY COM7 The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1316,ออปโป้ แบรนด์ ชอป เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,OPPO BRAND SHOP The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1328,บานาน่า เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,BANANA The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1356,เคสทาวน์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,CASE TOWN The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1367,พิโก เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,PICO The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1385,ออปโป้ แบรนด์ ชอป เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,OPPO BRAND SHOP The Mall Lifestore Ngamwongwan,6,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1387,เจไอบี เดอะมอลล์ไลฟ์สโตร์ บางแค,J I B The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1410,โฟกัส สโตร์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,FOCUS STORE The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1440,บิ๊ก คาเมร่า เดอะมอลล์ไลฟ์สโตร์ บางแค,BIG CAMERA The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
